Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
CHEMBL3921033,CCOc1ccccc1NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C24H25N3O3,403.47,30,18,0.29,7,4,2,117.26,84.08,3.50,3.76,3.70,3.42,5.40,3.95,-4.69,8.19e-03,2.03e-05,Moderately soluble,-5.22,2.44e-03,6.04e-06,Moderately soluble,-8.56,1.11e-06,2.76e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.09,0,0,0,0,0,0.55,0,0,2,3.39
CHEMBL3899001,CCOCCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C23H30FN5O3,443.51,32,12,0.52,8,6,2,130.60,90.56,3.45,1.38,0.74,1.95,3.88,2.28,-3.21,2.74e-01,6.18e-04,Soluble,-2.88,5.78e-01,1.30e-03,Soluble,-6.60,1.12e-04,2.53e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.03,0,1,0,0,0,0.55,0,0,2,3.78
CHEMBL3980444,CCS(=O)(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H27FN4O4S,462.54,32,12,0.50,6,7,1,126.40,111.82,2.98,1.58,2.23,2.13,3.35,2.45,-3.58,1.20e-01,2.60e-04,Soluble,-3.54,1.34e-01,2.89e-04,Soluble,-6.18,3.06e-04,6.61e-07,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-8.00,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3926688,CCS(=O)(=O)N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H26FN5O4S,463.53,32,12,0.48,6,7,2,128.87,123.85,2.75,0.78,1.13,1.40,2.40,1.69,-3.09,3.80e-01,8.19e-04,Soluble,-2.96,5.07e-01,1.09e-03,Soluble,-5.95,5.18e-04,1.12e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.57,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3914521,CN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C1CCN(CC1)C(=O)c1c[nH]nc1,C25H28FN7O3,493.53,36,17,0.40,7,6,3,137.85,127.08,2.22,1.35,1.43,2.04,3.35,2.08,-3.64,1.14e-01,2.30e-04,Soluble,-3.62,1.18e-01,2.39e-04,Soluble,-6.94,5.64e-05,1.14e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.35,0,2,0,0,0,0.55,0,0,1,3.87
CHEMBL3984349,CN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C1CCN(CC1)C(=O)c1cscn1,C25H27FN6O3S,510.58,36,17,0.40,7,6,2,141.38,139.53,3.44,2.43,2.16,2.00,4.47,2.90,-4.42,1.92e-02,3.77e-05,Moderately soluble,-5.00,5.07e-03,9.93e-06,Moderately soluble,-6.98,5.33e-05,1.04e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.69,1,2,0,1,0,0.55,0,0,1,3.96
CHEMBL3954828,CN(C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C1CCNCC1,C21H26FN5O2,399.46,29,12,0.48,5,5,3,115.90,90.12,2.75,1.48,1.15,2.30,3.50,2.24,-3.23,2.38e-01,5.95e-04,Soluble,-2.98,4.19e-01,1.05e-03,Soluble,-6.45,1.43e-04,3.57e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.69,0,0,0,0,0,0.55,0,0,1,3.51
CHEMBL3922877,O=C(N(c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)C)C1CCC1,C21H24FN3O2,369.43,27,12,0.48,5,4,1,103.22,66.06,3.11,3.05,3.56,3.65,4.94,3.66,-4.05,3.29e-02,8.89e-05,Moderately soluble,-4.10,2.91e-02,7.88e-05,Moderately soluble,-6.37,1.59e-04,4.30e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,No,-6.39,0,0,0,0,0,0.55,0,0,1,3.28
CHEMBL3901347,O=C(N(c1ccccc1)C)Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C23H23FN4O2,406.45,30,18,0.26,6,4,2,115.32,78.09,3.41,3.44,4.28,4.12,4.53,3.96,-4.58,1.08e-02,2.66e-05,Moderately soluble,-4.76,7.05e-03,1.73e-05,Moderately soluble,-8.03,3.82e-06,9.40e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.34,0,0,0,0,0,0.55,0,0,1,3.47
CHEMBL3983267,O=C(N(C)C)CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C23H29FN6O3,456.51,33,12,0.48,7,6,2,132.62,101.64,3.23,0.69,-0.21,1.50,2.66,1.57,-2.91,5.59e-01,1.22e-03,Soluble,-2.40,1.81e+00,3.97e-03,Soluble,-5.71,8.98e-04,1.97e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.59,0,1,0,0,0,0.55,0,0,1,3.78
CHEMBL3892324,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)N(C)C,C23H28FN5O3,441.50,32,12,0.48,6,5,1,125.73,89.61,3.34,1.44,1.48,2.82,3.22,2.46,-3.37,1.90e-01,4.31e-04,Soluble,-2.93,5.22e-01,1.18e-03,Soluble,-5.54,1.26e-03,2.86e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-7.97,0,0,0,0,0,0.55,0,0,1,3.69
CHEMBL2058921,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)N(C)C,C22H27FN6O3,442.49,32,12,0.45,6,5,2,128.20,101.64,3.06,0.63,0.38,2.10,2.27,1.69,-2.86,6.08e-01,1.37e-03,Soluble,-2.34,2.03e+00,4.58e-03,Soluble,-5.32,2.14e-03,4.83e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.55,0,0,0,0,0,0.55,0,0,1,3.70
CHEMBL3958902,CN(CCCN1CCCN(C1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C,C24H33FN6O2,456.56,33,12,0.54,8,6,2,137.22,84.57,3.38,2.01,1.00,2.56,3.51,2.49,-3.68,9.58e-02,2.10e-04,Soluble,-3.41,1.76e-01,3.86e-04,Soluble,-6.57,1.24e-04,2.71e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.66,0,1,0,0,0,0.55,0,0,2,4.00
CHEMBL3928128,CN(CCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)C,C24H32FN5O2,441.54,32,12,0.54,7,6,1,129.95,72.54,3.76,2.00,1.36,2.67,4.07,2.77,-3.65,9.82e-02,2.22e-04,Soluble,-3.15,3.13e-01,7.08e-04,Soluble,-6.40,1.74e-04,3.94e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.57,0,0,0,0,0,0.55,0,0,1,3.81
CHEMBL3982506,CN(CCN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)C,C23H31FN6O2,442.53,32,12,0.52,7,6,2,132.42,84.57,3.50,1.20,0.26,1.95,3.11,2.00,-3.16,3.10e-01,7.00e-04,Soluble,-2.57,1.18e+00,2.68e-03,Soluble,-6.18,2.95e-04,6.67e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.15,0,1,0,0,0,0.55,0,0,1,3.83
CHEMBL3964882,CN1CCCCC1CN(C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)C,C24H32N4O2,408.54,30,12,0.54,6,4,1,123.18,69.30,3.54,3.00,2.41,3.10,4.37,3.29,-4.16,2.81e-02,6.87e-05,Moderately soluble,-4.12,3.10e-02,7.59e-05,Moderately soluble,-6.46,1.41e-04,3.44e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-6.66,0,0,0,0,0,0.55,0,0,1,4.04
CHEMBL3900558,CN(C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCc1ccccn1,C24H26N4O2,402.49,30,18,0.33,7,4,1,116.73,78.95,2.74,2.97,2.95,2.88,5.11,3.33,-4.19,2.61e-02,6.48e-05,Moderately soluble,-4.29,2.06e-02,5.12e-05,Moderately soluble,-8.14,2.94e-06,7.29e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.65,0,0,0,0,0,0.55,0,0,1,3.40
CHEMBL3892771,CN1CC(C1)NC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C20H24N4O2,352.43,26,12,0.45,5,4,2,103.86,78.09,3.15,1.75,0.90,2.23,3.57,2.32,-3.14,2.56e-01,7.26e-04,Soluble,-3.01,3.47e-01,9.84e-04,Soluble,-5.87,4.72e-04,1.34e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,No,-7.21,0,0,0,0,0,0.55,0,0,1,3.17
CHEMBL3890145,CN(Cc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CC1CCN(C1)C,C23H31FN4O,398.52,29,12,0.57,6,5,1,117.91,52.23,3.78,2.95,2.65,3.48,5.01,3.58,-4.08,3.32e-02,8.33e-05,Moderately soluble,-3.71,7.78e-02,1.95e-04,Soluble,-6.93,4.70e-05,1.18e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.64,0,0,0,0,0,0.55,0,0,1,4.13
CHEMBL3960812,CN1CCC(CC1)CNC(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C23H30N4O2,394.51,29,12,0.52,6,4,2,118.28,78.09,3.31,2.65,1.93,2.89,4.43,3.04,-3.87,5.38e-02,1.36e-04,Soluble,-3.94,4.52e-02,1.15e-04,Soluble,-6.80,6.21e-05,1.57e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-6.83,0,0,0,0,0,0.55,0,0,1,3.49
CHEMBL3953380,CN1CCCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C22H27FN4O2,398.47,29,12,0.50,4,5,1,117.44,69.30,3.04,2.32,1.81,3.05,4.35,2.92,-3.81,6.11e-02,1.53e-04,Soluble,-3.41,1.54e-01,3.86e-04,Soluble,-6.19,2.57e-04,6.46e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,No,-7.08,0,0,0,0,0,0.55,0,0,1,3.50
CHEMBL3972582,CN1CCCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C21H26FN5O2,399.46,29,12,0.48,4,5,2,119.91,81.33,2.89,1.52,0.72,2.30,3.40,2.17,-3.32,1.93e-01,4.83e-04,Soluble,-2.84,5.82e-01,1.46e-03,Soluble,-5.96,4.36e-04,1.09e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.66,0,0,0,0,0,0.55,0,0,1,3.53
CHEMBL3911774,CN1CCCN(CC1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C22H28N4O2,380.48,28,12,0.50,4,4,1,117.48,69.30,2.85,2.22,1.26,2.68,3.94,2.59,-3.65,8.50e-02,2.23e-04,Soluble,-3.31,1.86e-01,4.90e-04,Soluble,-5.92,4.52e-04,1.19e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.04,0,0,0,0,0,0.55,0,0,1,3.43
CHEMBL3958202,O=C1CN(CCN1C)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C21H23FN4O3,398.43,29,12,0.43,4,5,1,112.83,86.37,2.74,1.45,0.95,2.37,3.81,2.26,-3.27,2.16e-01,5.42e-04,Soluble,-2.87,5.38e-01,1.35e-03,Soluble,-5.80,6.31e-04,1.58e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-7.70,0,0,0,0,0,0.55,0,0,1,3.34
CHEMBL2058914,CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C20H24FN5O2,385.44,28,12,0.45,4,5,2,115.10,81.33,2.84,1.16,0.33,2.08,3.17,1.92,-3.01,3.74e-01,9.69e-04,Soluble,-2.46,1.33e+00,3.44e-03,Soluble,-5.70,7.78e-04,2.02e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.83,0,0,0,0,0,0.55,0,0,1,3.40
CHEMBL3911036,O=C1CN(CCN1C)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C20H22FN5O3,399.42,29,12,0.40,4,5,2,115.30,98.40,2.52,0.65,-0.14,1.63,2.86,1.50,-2.77,6.81e-01,1.71e-03,Soluble,-2.29,2.04e+00,5.10e-03,Soluble,-5.57,1.07e-03,2.68e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.27,0,0,0,0,0,0.55,0,0,1,3.35
CHEMBL3935862,CN1CCN(CC1)C(=O)c1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2,C21H26N4O2,366.46,27,12,0.48,4,4,1,112.67,69.30,3.08,1.86,0.87,2.46,3.71,2.39,-3.35,1.64e-01,4.48e-04,Soluble,-2.94,4.24e-01,1.16e-03,Soluble,-5.66,8.07e-04,2.20e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.21,0,0,0,0,0,0.55,0,0,1,3.32
CHEMBL2058688,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)CCC(=O)c1ccccc1,C24H23FN4O3,434.46,32,18,0.25,8,5,3,123.00,103.95,2.99,2.31,3.12,2.65,5.13,3.24,-3.88,5.76e-02,1.33e-04,Soluble,-4.13,3.21e-02,7.39e-05,Moderately soluble,-8.81,6.74e-07,1.55e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.31,0,0,0,0,0,0.55,0,0,2,3.51
CHEMBL3915702,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCC(=O)c1ccccc1,C25H25N3O3,415.48,31,18,0.28,8,4,2,120.58,91.92,2.96,3.02,3.65,3.02,5.67,3.66,-4.22,2.50e-02,6.02e-05,Moderately soluble,-4.62,1.01e-02,2.42e-05,Moderately soluble,-8.77,6.99e-07,1.68e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.69,0,0,0,0,0,0.55,0,0,2,3.38
CHEMBL3908878,O=C(Nc1cccc(c1)CCc1n[nH]c(=O)c2c1CCCC2)CCC(=O)c1ccccc1,C26H27N3O3,429.51,32,18,0.31,9,4,2,125.38,91.92,3.46,3.31,3.84,3.22,6.07,3.98,-4.41,1.67e-02,3.89e-05,Moderately soluble,-4.92,5.21e-03,1.21e-05,Moderately soluble,-9.17,2.93e-07,6.82e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.57,0,0,0,0,0,0.55,0,0,2,3.49
CHEMBL3981743,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCC(=O)c1cccs1,C23H23N3O3S,421.51,30,17,0.30,8,4,2,118.45,120.16,2.87,3.03,3.71,2.63,6.29,3.71,-4.25,2.35e-02,5.58e-05,Moderately soluble,-5.22,2.55e-03,6.04e-06,Moderately soluble,-8.04,3.86e-06,9.16e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.72,0,0,0,0,0,0.55,0,0,2,3.42
CHEMBL3958218,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCc1ccc(cc1)Cl,C24H24ClN3O2,421.92,30,18,0.29,7,3,2,120.36,74.85,3.39,4.29,4.27,4.17,6.37,4.50,-5.14,3.05e-03,7.23e-06,Moderately soluble,-5.57,1.12e-03,2.66e-06,Moderately soluble,-9.44,1.55e-07,3.66e-10,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.83,1,0,0,0,0,0.55,0,0,2,3.33
CHEMBL3967582,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCC1CCCCC1,C24H30FN3O2,411.51,30,12,0.54,7,4,2,117.55,74.85,3.36,4.90,4.91,4.29,6.25,4.74,-5.31,2.00e-03,4.87e-06,Moderately soluble,-6.21,2.55e-04,6.20e-07,Poorly soluble,-8.03,3.86e-06,9.38e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.33,1,0,0,0,0,0.55,0,0,2,3.61
CHEMBL3948359,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCc1ccccc1,C24H25N3O2,387.47,29,18,0.29,7,3,2,115.35,74.85,3.10,3.66,3.62,3.69,5.73,3.96,-4.55,1.10e-02,2.85e-05,Moderately soluble,-4.92,4.65e-03,1.20e-05,Moderately soluble,-8.85,5.47e-07,1.41e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.06,0,0,0,0,0,0.55,0,0,2,3.32
CHEMBL3920833,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCc1ccccc1Cl,C24H24ClN3O2,421.92,30,18,0.29,7,3,2,120.36,74.85,3.22,4.29,4.27,4.17,6.37,4.46,-5.14,3.05e-03,7.23e-06,Moderately soluble,-5.57,1.12e-03,2.66e-06,Moderately soluble,-9.44,1.55e-07,3.66e-10,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.83,1,0,0,0,0,0.55,0,0,2,3.37
CHEMBL3920948,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCCC(=O)Nc1ccccc1,C26H27FN4O3,462.52,34,18,0.31,10,5,3,129.46,103.95,3.39,2.97,4.16,3.46,5.72,3.94,-4.31,2.26e-02,4.89e-05,Moderately soluble,-4.82,7.06e-03,1.53e-05,Moderately soluble,-9.46,1.59e-07,3.44e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.01,0,0,0,0,0,0.55,0,0,2,3.64
CHEMBL2058687,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)CCCC(=O)Nc1ccccc1,C25H26FN5O3,463.50,34,18,0.28,10,5,4,131.93,115.98,3.21,2.16,3.07,2.74,4.75,3.19,-3.81,7.24e-02,1.56e-04,Soluble,-4.23,2.74e-02,5.91e-05,Moderately soluble,-9.24,2.69e-07,5.81e-10,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-7.59,0,1,0,0,0,0.55,0,0,2,3.70
CHEMBL3910314,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCCC(=O)Nc1ccccc1,C26H28N4O3,444.53,33,18,0.31,10,4,3,129.50,103.95,2.83,2.87,3.61,3.10,5.29,3.54,-4.15,3.16e-02,7.12e-05,Moderately soluble,-4.71,8.62e-03,1.94e-05,Moderately soluble,-9.20,2.79e-07,6.27e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.97,0,0,0,0,0,0.55,0,0,2,3.58
CHEMBL3934052,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCCc1ccccc1,C25H27N3O2,401.50,30,18,0.32,8,3,2,120.16,74.85,3.34,4.02,4.01,3.90,6.13,4.28,-4.78,6.70e-03,1.67e-05,Moderately soluble,-5.29,2.04e-03,5.07e-06,Moderately soluble,-9.24,2.29e-07,5.71e-10,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.89,0,0,0,0,0,0.55,0,0,3,3.43
CHEMBL3910835,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCCOc1ccccc1,C25H27N3O3,417.50,31,18,0.32,9,4,2,121.68,84.08,3.30,3.73,3.85,3.36,5.66,3.98,-4.61,1.02e-02,2.43e-05,Moderately soluble,-5.19,2.71e-03,6.49e-06,Moderately soluble,-8.97,4.48e-07,1.07e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.20,0,0,0,0,0,0.55,0,0,3,3.50
CHEMBL3901816,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CCN1CCCCC1,C23H29FN4O2,412.50,30,12,0.52,7,5,2,119.55,78.09,3.57,2.69,3.04,3.26,5.13,3.54,-3.93,4.89e-02,1.19e-04,Soluble,-3.98,4.29e-02,1.04e-04,Soluble,-7.32,2.00e-05,4.84e-08,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.91,0,0,0,0,0,0.55,0,0,1,3.58
CHEMBL3972881,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCN1CCCCC1,C23H30N4O2,394.51,29,12,0.52,7,4,2,119.59,78.09,3.28,2.59,2.48,2.89,4.71,3.19,-3.76,6.83e-02,1.73e-04,Soluble,-3.88,5.22e-02,1.32e-04,Soluble,-7.05,3.51e-05,8.89e-08,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-6.87,0,0,0,0,0,0.55,0,0,1,3.52
CHEMBL3933621,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCOc1ccccc1,C24H25N3O3,403.47,30,18,0.29,8,4,2,116.88,84.08,3.25,3.37,3.46,3.15,5.27,3.70,-4.38,1.68e-02,4.16e-05,Moderately soluble,-4.81,6.19e-03,1.53e-05,Moderately soluble,-8.58,1.07e-06,2.65e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.37,0,0,0,0,0,0.55,0,0,2,3.39
CHEMBL3985223,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CCS(=O)(=O)c1ccccc1,C24H25N3O4S,451.54,32,18,0.29,8,5,2,123.48,117.37,2.92,2.64,3.93,3.02,4.57,3.41,-4.19,2.91e-02,6.44e-05,Moderately soluble,-4.76,7.93e-03,1.76e-05,Moderately soluble,-8.72,8.68e-07,1.92e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.18,0,0,0,0,0,0.55,0,0,2,3.68
CHEMBL3919621,O=C(N1CCCC1)CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2,C26H32FN5O3,481.56,35,12,0.54,7,6,1,141.56,89.61,3.82,1.98,1.04,2.63,4.22,2.74,-3.86,6.57e-02,1.37e-04,Soluble,-3.49,1.57e-01,3.25e-04,Soluble,-6.24,2.76e-04,5.74e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.83,0,2,0,0,0,0.55,0,0,1,3.88
CHEMBL3959338,O=C(N1CCCC1)CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2,C25H31FN6O3,482.55,35,12,0.52,7,6,2,144.03,101.64,3.35,1.18,-0.06,1.91,3.26,1.93,-3.37,2.07e-01,4.30e-04,Soluble,-2.91,5.93e-01,1.23e-03,Soluble,-6.01,4.68e-04,9.71e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-8.41,0,2,0,0,0,0.55,0,0,1,3.93
CHEMBL3964591,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)CN1CCOCC1,C21H25FN4O3,400.45,29,12,0.48,6,6,2,111.02,87.32,2.92,1.56,1.50,2.04,4.10,2.42,-3.22,2.44e-01,6.08e-04,Soluble,-3.00,3.97e-01,9.91e-04,Soluble,-6.38,1.66e-04,4.14e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.64,0,0,0,0,0,0.55,0,0,1,3.46
CHEMBL3974297,O=C(Nc1cccc(c1)Cc1n[nH]c(=O)c2c1CCCC2)CNC(=O)c1ccccc1,C24H24N4O3,416.47,31,18,0.25,8,4,3,118.57,103.95,2.41,2.77,2.42,2.68,4.49,2.95,-4.07,3.55e-02,8.53e-05,Moderately soluble,-4.61,1.03e-02,2.46e-05,Moderately soluble,-8.42,1.58e-06,3.80e-09,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-6.87,0,0,0,0,0,0.55,0,0,2,3.34
CHEMBL3977299,O=C(Nc1cccc(c1)CCc1n[nH]c(=O)c2c1CCCC2)CNC(=O)OCc1ccccc1,C26H28N4O4,460.52,34,18,0.31,11,5,3,129.44,113.18,3.49,3.31,2.96,2.85,4.83,3.49,-4.45,1.65e-02,3.58e-05,Moderately soluble,-5.36,2.00e-03,4.34e-06,Moderately soluble,-8.93,5.44e-07,1.18e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.76,0,0,1,0,0,0.55,0,0,2,3.81
CHEMBL3932374,O=C(Nc1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)COc1ccc(cc1)OCc1ccccc1,C29H27FN4O4,514.55,38,24,0.21,10,6,3,145.47,105.34,3.61,4.23,3.96,3.26,5.83,4.18,-5.50,1.62e-03,3.14e-06,Moderately soluble,-6.15,3.62e-04,7.03e-07,Poorly soluble,-10.77,8.70e-09,1.69e-11,Insoluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.44,1,2,0,0,0,0.55,0,0,3,3.95
CHEMBL3891180,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1CCCC2)COc1ccccc1,C28H29FN4O4,504.55,37,18,0.36,8,6,1,143.65,95.60,3.56,3.12,2.40,3.07,5.02,3.43,-4.77,8.65e-03,1.71e-05,Moderately soluble,-4.80,8.06e-03,1.60e-05,Moderately soluble,-8.03,4.73e-06,9.38e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.16,1,2,0,0,0,0.55,0,0,2,3.89
CHEMBL3919265,O=C(N1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1NCCC2)COc1ccccc1,C27H28FN5O4,505.54,37,18,0.33,8,6,2,146.12,107.63,3.25,2.32,1.31,2.37,4.05,2.66,-4.27,2.73e-02,5.40e-05,Moderately soluble,-4.22,3.05e-02,6.04e-05,Moderately soluble,-7.80,8.03e-06,1.59e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.74,1,2,0,0,0,0.55,0,0,2,3.90
