Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Z4898059571,O=C(c1ccsc1NC(=O)c1ccc2c(c1)CCCC2)N1CCN(CC1)c1cccc2c1cn[nH]2,C27H27N5O2S,485.60,35,20,0.30,6,3,2,146.79,109.57,3.17,5.38,3.77,2.99,5.05,4.07,-6.27,2.63e-04,5.41e-07,Poorly soluble,-7.43,1.78e-05,3.67e-08,Poorly soluble,-7.89,6.23e-06,1.28e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.44,0,2,0,0,1,0.55,0,0,2,3.69
Z4914836776,Clc1ccc2c(c1)[C@](CCO2)(CC(=O)N1Cc2ccnn2C[C@@H]1C)C(=O)Nc1cncc2c1cccc2,C28H26ClN5O3,515.99,37,21,0.29,6,5,1,145.09,89.35,3.20,2.87,3.84,2.29,3.71,3.18,-4.87,6.94e-03,1.35e-05,Moderately soluble,-4.41,2.03e-02,3.93e-05,Moderately soluble,-8.40,2.04e-06,3.96e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.41,1,2,0,0,0,0.55,0,0,1,4.44
Z4914836777,Clc1ccc2c(c1)[C@](CCO2)(CC(=O)N1CCn2c([C@@H]1C)nnc2)C(=O)Nc1cncc2c1cccc2,C27H25ClN6O3,516.98,37,21,0.30,6,6,1,142.88,102.24,3.05,2.03,3.24,2.13,3.13,2.72,-4.35,2.32e-02,4.49e-05,Moderately soluble,-3.80,8.10e-02,1.57e-04,Soluble,-8.03,4.84e-06,9.35e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.01,1,2,0,0,0,0.55,0,0,1,4.49
Z4914836784,NC(=O)[C@H]1Cc2[nH]cnc2CN1C(=O)C[C@]1(CCOc2c1cc(Cl)cc2)C(=O)Nc1cncc2c1cccc2,C28H25ClN6O4,544.99,39,21,0.25,7,6,3,148.06,143.30,1.71,1.61,2.38,0.67,3.45,1.96,-4.17,3.69e-02,6.77e-05,Moderately soluble,-4.23,3.20e-02,5.87e-05,Moderately soluble,-8.40,2.19e-06,4.02e-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-8.48,1,2,1,1,0,0.55,0,0,1,4.51
Z4916836419,Fc1ccc(c(c1)Cl)S(=O)(=O)Nc1ccc2c(c1)CCN2C(=O)CCn1c(=O)[nH]c(=O)c2c1cccc2,C25H20ClFN4O5S,542.97,37,22,0.16,7,6,2,141.50,129.72,2.14,2.90,4.19,3.47,3.60,3.26,-5.01,5.29e-03,9.74e-06,Moderately soluble,-5.28,2.82e-03,5.19e-06,Moderately soluble,-8.64,1.24e-06,2.29e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.55,1,2,0,0,0,0.55,0,0,1,3.43
Z4916836427,COc1cccc(c1)S(=O)(=O)Nc1ccc2c(c1)CCN2C(=O)CCn1c(=O)[nH]c(=O)c2c1cccc2,C26H24N4O6S,520.56,37,22,0.19,8,6,2,143.03,138.95,2.86,2.14,2.99,2.07,2.60,2.53,-4.33,2.45e-02,4.70e-05,Moderately soluble,-4.69,1.06e-02,2.04e-05,Moderately soluble,-7.90,6.55e-06,1.26e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-7.96,1,2,0,1,0,0.55,0,0,2,3.58
Z4916836432,Clc1ccc(c(c1)S(=O)(=O)Nc1ccc2c(c1)CCN2C(=O)CCn1c(=O)[nH]c(=O)c2c1cccc2)F,C25H20ClFN4O5S,542.97,37,22,0.16,7,6,2,141.50,129.72,2.69,2.90,4.19,3.47,3.60,3.37,-5.01,5.29e-03,9.74e-06,Moderately soluble,-5.28,2.82e-03,5.19e-06,Moderately soluble,-8.64,1.24e-06,2.29e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.55,1,2,0,0,0,0.55,0,0,1,3.43
Z4921676724,O=C(N1CC2(C[C@H]1CNC(=O)c1noc3c1COCC3)CCC2)c1cc(O)c2c(c1)occ2,C24H25N3O6,451.47,33,14,0.46,6,7,2,120.69,118.04,3.58,2.25,2.48,1.02,2.98,2.46,-3.97,4.79e-02,1.06e-04,Soluble,-4.36,1.95e-02,4.32e-05,Moderately soluble,-5.90,5.66e-04,1.25e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.46,0,0,0,0,0,0.55,0,0,1,4.90
Z4921676859,O=C1CCc2c(N1)cccc2C(=O)N1CC2(C[C@@H]1CNC(=O)c1cc(=O)[nH]c(n1)C)CCC2,C24H27N5O4,449.50,33,12,0.46,6,5,3,128.61,124.26,2.20,0.40,0.83,1.53,3.16,1.62,-2.75,7.96e-01,1.77e-03,Soluble,-2.58,1.19e+00,2.66e-03,Soluble,-6.50,1.43e-04,3.18e-07,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-8.76,0,0,0,0,0,0.55,0,0,1,4.33
Z4921676909,O=C(N1CC2(C[C@H]1CNC(=O)c1cccc3n1cnn3)CCC2)c1cc(O)c2c(c1)occ2,C24H23N5O4,445.47,33,18,0.33,6,6,2,123.47,112.97,2.69,3.33,2.62,1.92,1.75,2.46,-4.71,8.74e-03,1.96e-05,Moderately soluble,-5.38,1.86e-03,4.18e-06,Moderately soluble,-5.81,6.87e-04,1.54e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.65,0,0,0,0,0,0.55,0,0,1,4.22
Z3396334552,O=C(Nc1cnn(c1C)c1cccc(c1)C)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C27H27N9O,493.56,37,26,0.22,8,5,3,145.61,116.65,3.31,3.80,4.03,3.22,2.68,3.41,-5.29,2.55e-03,5.17e-06,Moderately soluble,-5.94,5.61e-04,1.14e-06,Moderately soluble,-8.85,6.94e-07,1.41e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.61,0,2,0,0,0,0.55,0,0,3,4.23
Z3396334827,CN1CCn2c(C1)cc(n2)NC(=O)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C23H26N10O,458.52,34,20,0.35,7,6,3,134.88,119.89,1.50,1.29,1.34,2.24,0.43,1.36,-3.47,1.56e-01,3.40e-04,Soluble,-3.41,1.79e-01,3.91e-04,Soluble,-6.15,3.23e-04,7.05e-07,Poorly soluble,High,No,Yes,No,Yes,No,No,Yes,-8.18,1,1,0,0,0,0.55,0,0,1,4.25
Z3396334830,O=C(Nc1cc(C)cc(c1)S(=O)(=O)C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C24H25N7O3S,491.57,35,21,0.25,8,6,3,136.61,141.35,2.26,2.67,4.02,2.90,2.08,2.79,-4.49,1.61e-02,3.27e-05,Moderately soluble,-5.29,2.52e-03,5.13e-06,Moderately soluble,-8.25,2.76e-06,5.62e-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-7.40,0,2,1,1,0,0.55,0,0,2,4.06
Z3396336375,c1ccc(cn1)c1nc(NCC[C@H]2CN(c3c2cccc3)c2ncnc3c2cn[nH]3)c2c(n1)CCC2,C27H25N9,475.55,36,27,0.26,6,6,2,141.80,108.40,2.74,3.94,3.86,2.80,3.97,3.46,-5.43,1.77e-03,3.72e-06,Moderately soluble,-5.92,5.77e-04,1.21e-06,Moderately soluble,-9.80,7.59e-08,1.60e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.40,0,1,0,0,0,0.55,0,0,2,4.22
Z3396338697,O=C([C@H]1Oc2ccccc2N(C1)C(=O)C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C26H25N7O3,483.52,36,21,0.27,7,6,2,140.19,116.34,2.01,2.55,2.15,2.17,2.19,2.21,-4.41,1.86e-02,3.85e-05,Moderately soluble,-4.64,1.11e-02,2.29e-05,Moderately soluble,-7.24,2.78e-05,5.75e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.44,0,2,0,0,0,0.55,0,0,1,4.35
Z3396339097,O=C([C@@H]1Oc2ccccc2O[C@@H]1C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C25H24N6O3,456.50,34,21,0.28,6,6,2,129.34,105.26,2.67,3.59,2.94,2.13,2.73,2.81,-4.99,4.64e-03,1.02e-05,Moderately soluble,-5.49,1.49e-03,3.26e-06,Moderately soluble,-7.49,1.46e-05,3.21e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.54,0,0,0,0,0,0.55,0,0,2,4.38
Z3396340357,Cc1ccc(cc1)n1nnc(c1C)C(=O)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C26H25N9O,479.54,36,26,0.23,7,6,2,138.90,117.51,3.16,3.86,3.23,3.01,2.89,3.23,-5.32,2.31e-03,4.82e-06,Moderately soluble,-6.02,4.53e-04,9.45e-07,Poorly soluble,-8.44,1.73e-06,3.61e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.48,0,1,0,0,0,0.55,0,0,2,4.14
Z3396340398,O=C(c1ccc2c(n1)n(C)nc2C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C24H23N9O,453.50,34,24,0.25,6,6,2,131.36,117.51,2.27,2.98,2.62,2.23,2.35,2.49,-4.66,1.00e-02,2.21e-05,Moderately soluble,-5.11,3.51e-03,7.74e-06,Moderately soluble,-7.63,1.07e-05,2.35e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.95,0,1,0,0,0,0.55,0,0,1,3.83
Z3396341780,O=C(c1cc(ccc1F)N1CCCC1=O)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C26H24FN7O2,485.51,36,21,0.27,7,6,2,138.85,107.11,2.69,2.86,3.33,3.04,3.37,3.06,-4.62,1.16e-02,2.39e-05,Moderately soluble,-4.77,8.28e-03,1.70e-05,Moderately soluble,-8.12,3.70e-06,7.62e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.23,0,2,0,0,0,0.55,0,0,1,3.86
Z3396342414,O=C([C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)F)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C26H29FN6O,460.55,34,15,0.54,6,5,2,130.90,86.80,2.84,3.86,4.44,3.95,3.98,3.81,-5.06,4.03e-03,8.76e-06,Moderately soluble,-5.38,1.92e-03,4.17e-06,Moderately soluble,-7.58,1.21e-05,2.64e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.37,0,1,0,0,0,0.55,0,0,2,5.74
Z728741700,O=C(N1CCN(CC1)C1=NS(=O)(=O)c2c1cccc2)CCn1c(=O)[nH]c(=O)c2c1cccc2,C22H21N5O5S,467.50,33,16,0.27,5,6,1,133.12,133.29,2.47,0.27,0.31,2.31,1.80,1.43,-2.94,5.40e-01,1.16e-03,Soluble,-2.63,1.09e+00,2.34e-03,Soluble,-5.46,1.61e-03,3.45e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.96,0,1,0,1,0,0.55,0,0,1,3.76
Z297821306,Fc1ccc(cc1)n1ncc(c1n1cccc1)C(=O)N(Cc1nc2ccccc2c(=O)[nH]1)C,C24H19FN6O2,442.45,33,26,0.08,6,5,1,121.16,88.81,3.11,2.68,3.58,3.24,2.89,3.10,-4.46,1.54e-02,3.48e-05,Moderately soluble,-4.20,2.81e-02,6.35e-05,Moderately soluble,-7.42,1.67e-05,3.78e-08,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.10,0,0,0,0,0,0.55,0,0,1,3.28
Z73338039,O=C(Cc1n[nH]c(=O)c2c1cccc2)Nc1sc(c(c1C(=O)N1CCCCC1)C)c1ccccc1,C27H26N4O3S,486.59,35,21,0.26,7,4,2,143.56,123.40,3.48,4.92,4.20,3.43,6.23,4.45,-5.94,5.61e-04,1.15e-06,Moderately soluble,-7.25,2.75e-05,5.65e-08,Poorly soluble,-8.84,7.02e-07,1.44e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-5.77,0,2,0,0,0,0.55,0,0,2,3.89
Z17499622,O=c1cc(CSc2nnc3n2c2ccccc2c(=O)n3Cc2ccccc2)c2c(o1)c(C)c(cc2)O,C27H20N4O4S,496.54,36,29,0.11,5,6,1,139.74,127.93,3.37,3.89,4.35,3.99,4.26,3.97,-5.64,1.15e-03,2.32e-06,Moderately soluble,-6.27,2.64e-04,5.32e-07,Poorly soluble,-8.90,6.19e-07,1.25e-09,Poorly soluble,Low,No,Yes,No,No,Yes,No,No,-6.57,0,2,0,0,0,0.55,0,1,2,3.81
Z228962058,CN(C(=O)c1cc(nc2c1c(C)nn2C)c1ccccc1)Cc1nc2ccccc2c(=O)[nH]1,C25H22N6O2,438.48,33,25,0.16,5,5,1,127.50,96.77,3.29,2.85,3.30,2.80,3.94,3.24,-4.58,1.14e-02,2.60e-05,Moderately soluble,-4.54,1.26e-02,2.88e-05,Moderately soluble,-8.32,2.08e-06,4.74e-09,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-6.95,0,0,0,0,0,0.55,0,0,1,3.33
Z26519202,O=C(Nc1cccc(c1)S(=O)(=O)N1CCCCCC1)CCc1nc2ccccc2c(=O)[nH]1,C23H26N4O4S,454.54,32,16,0.35,7,6,2,127.80,120.61,2.69,1.78,3.57,2.19,3.04,2.65,-3.69,9.33e-02,2.05e-04,Soluble,-3.93,5.33e-02,1.17e-04,Soluble,-7.36,1.98e-05,4.35e-08,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.81,0,0,0,0,0,0.55,0,0,1,3.46
Z5456236767,CN1CCN(CC1)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C21H21FN4O2,380.42,28,16,0.29,4,5,1,112.71,69.30,2.86,1.99,1.70,2.92,3.78,2.65,-3.61,9.31e-02,2.45e-04,Soluble,-3.07,3.23e-01,8.48e-04,Soluble,-6.49,1.23e-04,3.22e-07,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-7.21,0,0,0,0,0,0.55,0,0,1,2.97
Z5456517807,F[C@@H]1CCN(C[C@@H]1O)C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2,C21H19F2N3O3,399.39,29,16,0.29,4,6,2,107.11,86.29,2.05,2.10,2.66,3.03,3.90,2.75,-3.78,6.58e-02,1.65e-04,Soluble,-3.54,1.15e-01,2.87e-04,Soluble,-6.28,2.12e-04,5.31e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.25,0,0,0,0,0,0.55,0,0,1,3.64
Z8462127578,NC[C@H]1C[C@@H](CN1C(=O)c1cc(ccc1F)Cc1n[nH]c(=O)c2c1cccc2)F,C21H20F2N4O2,398.41,29,16,0.29,5,6,2,108.65,92.08,2.28,1.84,2.62,3.03,3.81,2.72,-3.55,1.13e-01,2.83e-04,Soluble,-3.39,1.61e-01,4.03e-04,Soluble,-6.62,9.60e-05,2.41e-07,Poorly soluble,High,No,Yes,No,No,No,No,No,-7.42,0,0,0,0,0,0.55,0,0,1,3.73
Z5922108943,O=C(C1(CCCC1)NC(=O)c1[nH]nc2c1cccc2)N[C@@H]1CC[C@@]2(CC1)CNCCO2,C23H31N5O3,425.52,31,9,0.61,6,5,4,120.93,108.14,2.83,1.92,1.64,1.24,2.80,2.09,-3.51,1.33e-01,3.11e-04,Soluble,-3.81,6.52e-02,1.53e-04,Soluble,-6.24,2.48e-04,5.82e-07,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-7.53,0,0,0,0,0,0.55,0,0,1,4.40
Z5992281806,Oc1ccc2c(c1)c(ncn2)N[C@H]1CC2(CCN(CC2)C(=O)OC(C)(C)C)Oc2c1cccc2,C26H30N4O4,462.54,34,16,0.42,5,6,2,134.25,96.81,4.08,4.39,4.14,2.89,2.87,3.68,-5.49,1.49e-03,3.22e-06,Moderately soluble,-6.14,3.35e-04,7.25e-07,Poorly soluble,-6.86,6.41e-05,1.39e-07,Poorly soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-6.00,0,1,0,0,0,0.55,0,0,2,4.45
Z6309014701,Cc1nn(c(n1)c1ccc2c(c1)C(C)(C)C(=O)N2C)c1ccc2c(c1)cn[nH]2,C21H20N6O,372.42,28,20,0.24,2,4,1,111.10,79.70,2.53,3.32,2.99,2.61,3.27,2.95,-4.64,8.59e-03,2.31e-05,Moderately soluble,-4.67,7.96e-03,2.14e-05,Moderately soluble,-6.84,5.35e-05,1.44e-07,Poorly soluble,High,No,Yes,Yes,No,Yes,No,Yes,-6.21,0,0,0,0,0,0.55,0,0,1,3.06
Z7746706319,C[C@H]1Oc2c(C1)cc(cc2)C(=O)N[C@@H]1CCC[C@@H](C1)NC(=O)c1n[nH]c2c1cc(O)cc2,C24H26N4O4,434.49,32,15,0.38,6,5,4,119.70,116.34,2.40,3.55,3.06,2.03,3.10,2.83,-4.72,8.26e-03,1.90e-05,Moderately soluble,-5.68,9.12e-04,2.10e-06,Moderately soluble,-6.40,1.73e-04,3.99e-07,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-6.43,0,0,0,0,0,0.55,0,0,2,4.03
Z7776231770,O=C(c1ccccc1n1nnc(c1)c1cccc2c1cccn2)N1CC[C@@H](C1)c1cccnc1,C27H22N6O,446.50,34,27,0.15,5,5,0,133.69,76.80,2.90,3.55,4.13,2.95,3.60,3.43,-5.10,3.53e-03,7.90e-06,Moderately soluble,-4.85,6.34e-03,1.42e-05,Moderately soluble,-8.56,1.23e-06,2.75e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.50,0,1,0,0,0,0.55,0,0,2,3.94
Z8213734139,O=C1CC[C@@H](C(=O)N1)n1c(C)nc2c(c1=O)cccc2NC(=O)c1cc(=O)oc2c1cc(O)cc2,C24H18N4O7,474.42,35,20,0.17,4,8,3,128.74,160.60,2.04,0.29,1.18,1.33,2.20,1.41,-3.12,3.57e-01,7.53e-04,Soluble,-3.22,2.83e-01,5.96e-04,Soluble,-6.79,7.68e-05,1.62e-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-8.99,1,0,1,1,1,0.55,0,2,1,3.93
Z27542996,O=C(N1CCN(CC1)S(=O)(=O)c1ccc2c(c1)CCCC2)Cc1n[nH]c(=O)c2c1cccc2,C24H26N4O4S,466.55,33,16,0.38,5,6,1,133.12,111.82,2.92,2.64,2.20,2.27,3.01,2.61,-4.42,1.76e-02,3.76e-05,Moderately soluble,-4.64,1.07e-02,2.30e-05,Moderately soluble,-6.78,7.74e-05,1.66e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.27,0,1,0,0,0,0.55,0,0,1,3.57
Z27876246,COc1ccc(cc1NC(=O)Cn1[nH]c(=O)c2c(c1=O)cccc2)S(=O)(=O)N(c1ccccc1)CC,C25H24N4O6S,508.55,36,22,0.16,9,6,2,137.24,138.95,3.24,2.57,3.44,2.00,2.19,2.69,-4.47,1.72e-02,3.39e-05,Moderately soluble,-5.14,3.72e-03,7.31e-06,Moderately soluble,-7.75,9.04e-06,1.78e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.58,1,2,0,1,0,0.55,0,0,2,3.74
Z29612856,COc1ccc(cc1NC(=O)Cc1n[nH]c(=O)c2c1cccc2)S(=O)(=O)N1CCCCCC1,C23H26N4O5S,470.54,33,16,0.35,7,7,2,129.48,129.84,2.80,2.34,3.19,1.81,2.72,2.57,-4.13,3.50e-02,7.44e-05,Moderately soluble,-4.71,9.26e-03,1.97e-05,Moderately soluble,-7.07,4.02e-05,8.55e-08,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.51,0,0,0,0,0,0.55,0,0,1,3.54
Z803620030,CC(N(C(=O)[C@H]1CC(=O)N(C1)c1ccc2c(c1)Cc1c2cccc1)Cc1nc2ccccc2c(=O)[nH]1)C,C30H28N4O3,492.57,37,22,0.27,6,4,1,147.27,86.37,3.62,3.38,3.75,3.57,5.17,3.90,-5.07,4.22e-03,8.56e-06,Moderately soluble,-4.87,6.61e-03,1.34e-05,Moderately soluble,-8.99,5.06e-07,1.03e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.90,0,2,0,0,0,0.55,0,0,1,4.06
Z2160281981,O=c1[nH]c2ccccc2c(c1)c1noc(n1)CCc1nc2ccccc2c(=O)[nH]1,C21H15N5O3,385.38,29,25,0.10,4,6,2,108.04,117.53,2.70,1.46,2.60,2.76,4.69,2.84,-3.52,1.16e-01,3.00e-04,Soluble,-3.53,1.13e-01,2.92e-04,Soluble,-8.69,7.81e-07,2.03e-09,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-7.61,0,0,0,0,0,0.55,0,0,1,3.26
Z2175636904,O=C([C@@H]1CCn2c(C1)cnc2C)N1CCC(CC1)c1c[nH]c2c1cc(cc2)C(=O)N,C23H27N5O2,405.49,30,14,0.43,4,3,2,119.10,97.01,2.27,1.48,2.36,1.43,2.64,2.04,-3.37,1.74e-01,4.29e-04,Soluble,-3.12,3.05e-01,7.51e-04,Soluble,-5.03,3.80e-03,9.38e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.72,0,0,0,0,0,0.55,0,0,1,3.94
Z2178243919,Fc1ccc2c(c1)onc2C1CCN(CC1)C(=O)c1nn(c2c1CCC2)c1ccccc1F,C25H22F2N4O2,448.46,33,20,0.32,4,6,0,122.28,64.16,3.69,4.63,5.26,4.33,4.77,4.54,-5.72,8.51e-04,1.90e-06,Moderately soluble,-5.70,8.88e-04,1.98e-06,Moderately soluble,-7.67,9.61e-06,2.14e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.75,1,0,0,0,0,0.55,0,0,2,3.69
Z4622601958,O=C(Nc1cccc(c1)c1cn2c(n1)c(C)ccc2)NCc1c[nH]c(=O)c2c1cccc2,C25H21N5O2,423.47,32,25,0.08,6,3,3,125.71,91.29,3.11,3.25,4.13,2.92,3.79,3.44,-4.70,8.54e-03,2.02e-05,Moderately soluble,-4.84,6.11e-03,1.44e-05,Moderately soluble,-9.07,3.56e-07,8.41e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,No,-6.58,0,0,0,0,0,0.55,0,0,1,3.25
Z793204136,O=C(c1n[nH]c(=O)c2c1cccc2)OCc1nc2c(n1[C@]13C[C@H]4C[C@@H](C3)C[C@@H](C1)C4)cccc2,C27H26N4O3,454.52,34,19,0.41,5,5,1,129.49,89.87,3.20,4.60,4.40,4.20,4.44,4.17,-5.64,1.04e-03,2.29e-06,Moderately soluble,-6.21,2.79e-04,6.14e-07,Poorly soluble,-7.47,1.54e-05,3.38e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-5.81,1,0,0,0,0,0.55,0,0,2,5.52
Z228961612,CCN(C(=O)c1cc(nc2c1c(C)nn2C)c1ccccc1)Cc1nc2ccccc2c(=O)[nH]1,C26H24N6O2,452.51,34,25,0.19,6,5,1,132.31,96.77,3.04,3.22,3.69,3.01,4.34,3.46,-4.82,6.81e-03,1.51e-05,Moderately soluble,-4.92,5.38e-03,1.19e-05,Moderately soluble,-8.71,8.74e-07,1.93e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.77,0,1,0,0,0,0.55,0,0,1,3.45
Z1654895091,O=C(c1cn[nH]c1c1ccc2c(c1)OCO2)N1CCC(CC1)c1c[nH]c2c1cccc2,C24H22N4O3,414.46,31,20,0.25,4,4,2,120.55,83.24,2.31,3.51,3.93,2.44,4.40,3.32,-4.83,6.07e-03,1.46e-05,Moderately soluble,-4.94,4.74e-03,1.14e-05,Moderately soluble,-7.26,2.28e-05,5.50e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.34,0,0,0,0,0,0.55,0,0,2,3.19
Z57054303,Cc1ccc(c(c1)C)N1C(=O)/C(=C\Nc2ncnc3c2c(C)c(s3)C)/c2c(C1=O)cccc2,C26H22N4O2S,454.54,33,21,0.15,3,4,1,136.33,103.43,3.81,5.68,4.99,3.48,6.14,4.82,-6.51,1.41e-04,3.09e-07,Poorly soluble,-7.62,1.10e-05,2.41e-08,Poorly soluble,-9.08,3.81e-07,8.38e-10,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-5.04,0,1,0,0,1,0.55,0,2,2,3.76
Z1098716509,O=C1N(CN2CCC[C@@H]2c2ccc3c(c2)OCO3)C(=O)N(C1=O)[C@]12C[C@H]3C[C@@H](C2)C[C@@H](C1)C3,C25H29N3O5,451.51,33,6,0.64,4,6,0,130.08,79.39,3.84,4.10,1.80,2.96,2.05,2.95,-5.09,3.65e-03,8.07e-06,Moderately soluble,-5.47,1.52e-03,3.37e-06,Moderately soluble,-3.88,5.97e-02,1.32e-04,Soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.14,0,1,0,0,0,0.55,0,2,2,5.72
Z1000148870,O=C(c1cc2ccccc2c(=O)[nH]1)NCc1cccc(c1)NC(=O)c1cc2ccccc2c(=O)[nH]1,C27H20N4O4,464.47,35,26,0.04,7,4,4,134.39,123.92,2.98,2.77,3.21,2.64,4.92,3.30,-4.55,1.30e-02,2.80e-05,Moderately soluble,-5.03,4.36e-03,9.38e-06,Moderately soluble,-10.12,3.54e-08,7.62e-11,Insoluble,High,No,No,Yes,Yes,No,No,No,-7.17,0,1,0,0,0,0.55,0,0,1,2.97
Z18699678,O=C(c1cccc(c1)S(=O)(=O)N1[C@@H](C)Cc2c1cccc2)OCN1C(=O)c2c(C1=O)cccc2,C25H20N2O6S,476.50,34,18,0.16,6,6,0,130.13,109.44,3.42,3.72,3.56,2.91,2.41,3.20,-5.13,3.50e-03,7.35e-06,Moderately soluble,-5.71,9.30e-04,1.95e-06,Moderately soluble,-7.01,4.69e-05,9.84e-08,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.57,0,1,0,0,0,0.55,0,1,2,3.87
Z18703760,Clc1ccccc1c1nc2ccccc2c(c1)C(=O)O[C@@H](c1nc2ccccc2c(=O)[nH]1)C,C26H18ClN3O3,455.89,33,26,0.08,5,5,1,128.68,84.94,3.65,5.23,5.39,3.95,6.23,4.89,-6.21,2.78e-04,6.10e-07,Poorly soluble,-6.76,7.88e-05,1.73e-07,Poorly soluble,-10.18,2.99e-08,6.56e-11,Insoluble,High,No,No,No,No,Yes,No,No,-5.37,0,0,0,0,1,0.55,0,0,2,3.79
